Código Interno,Regional,Escola,1º Simulado: Participação (%),1º Simulado: Nota,1º Teste de Redação: Participação (%),1º Teste de Redação: Nota,2º Teste de Redação: Participação (%),2º Teste de Redação: Nota,2º Simulado: Participação (%),2º Simulado: Nota,3º Teste de Redação: Participação (%),3º Teste de Redação: Nota,4º Teste de Redação: Participação (%),4º Teste de Redação: Nota,Objetivas - 1º Simulado: Participação (%),Objetivas - 1º Simulado: Acertos (%),Objetivas - 2º Simulado: Participação (%),Objetivas - 2º Simulado: Acertos (%)
25178,SERRANA II,CE PROFESSOR AURELIO DUARTE,"59,38%","370,53","86,46%","413,17","88,54%","500,48","86,46%","431,11","81,25%","431,47","89,58%","535,81","59,38%","25,47%","86,46%","23,03%"
25215,SERRANA II,CE PROFESSOR CARLOS CORTES,"100,00%","303,03","97,06%","450,91","88,24%","547,59","94,12%","455,48","88,24%","469,33","94,12%","505,00","100,00%","24,21%","94,12%","24,06%"
25216,SERRANA II,CE PROFESSOR JAMIL EL JAICK,"91,45%","196,76","63,53%","459,28","57,83%","517,83","51,85%","394,00","59,54%","482,31","53,85%","398,09","91,45%","18,73%","51,85%","22,95%"
25158,SERRANA II,CE PROFESSOR JOAO BRASIL,"82,26%","317,21","83,87%","430,00","91,94%","464,29","91,94%","362,11","79,03%","471,84","79,03%","459,59","82,26%","25,94%","91,94%","22,04%"
25184,SERRANA II,CE PROFESSOR SOUZA,"93,06%","274,55","65,28%","411,30","79,17%","438,57","84,72%","326,32","77,78%","389,29","61,11%","324,55","93,06%","26,47%","84,72%","21,84%"
25217,SERRANA II,CE PROFESSORA ZELIA DOS SANTOS CORTES,"69,39%","409,70","57,14%","452,86","67,35%","240,00","55,10%","353,85","65,31%","408,75","67,35%","396,36","69,39%","30,24%","55,10%","22,76%"
25164,SERRANA II,CE QUINTINO BOCAIUVA,"62,43%","241,70","66,14%","362,76","54,22%","447,83","74,22%","265,97","59,44%","406,92","38,55%",----,"62,43%","22,97%","74,22%","20,67%"
25159,SERRANA II,CE RAMIRO BRAGA,"97,30%","360,00","79,73%","441,69","85,14%","492,26","77,03%","427,02","65,54%","474,23","68,24%","462,57","97,30%","26,69%","77,03%","21,28%"
25218,SERRANA II,CE RAPHAEL LUIZ DE SIQUEIRA JACCOUD,"92,31%","408,33","50,00%","523,08","84,62%","543,64","84,62%","476,36","88,46%","542,61","88,46%","513,04","92,31%","28,26%","84,62%","21,48%"
25185,SERRANA II,CE RIO DOURADO,"89,89%","255,00","74,16%","391,52","79,78%","469,71","79,78%","386,23","78,65%","473,04","74,16%","471,52","89,89%","25,86%","79,78%","21,26%"
25219,SERRANA II,CE SALUSTIANO JOSE RIBEIRO SERAFIM,"89,04%","456,00","76,71%","497,86","72,60%","561,51","73,97%","463,53","63,01%","529,57","71,23%","578,04","89,04%","29,05%","73,97%","24,26%"
25186,SERRANA II,CE SANTA MARIA,"93,10%","250,19","63,81%","402,00","68,62%","457,25","77,41%","385,41","66,11%","393,83","65,48%","504,71","93,10%","22,75%","77,41%","20,58%"
25165,SERRANA II,CE SAO JOSE,"84,75%","267,06","64,41%","365,26","61,02%","380,57","71,19%","227,62","74,58%","450,23","83,05%","271,02","84,75%","23,92%","71,19%","20,01%"
25229,SERRANA II,CE SAO SEBASTIAO,"77,27%","193,47","59,09%","342,75","62,50%","391,85","80,68%","363,48","69,32%","454,67","71,59%","485,08","77,27%","22,64%","80,68%","21,37%"
25230,SERRANA II,CE SERVULO MELO,"83,59%","251,73","70,00%","358,65","60,77%","401,49","67,64%","313,26","60,32%","359,40","63,72%","398,48","83,59%","22,31%","67,64%","20,23%"
25166,SERRANA II,CE SOL NASCENTE,"81,21%","289,62","63,03%","400,39","60,00%","460,82","60,61%","343,05","25,45%","375,24","39,39%","460,63","81,21%","25,47%","60,61%","20,81%"
25221,SERRANA II,CENTRO FAMILIAR DE FORMAÇÃO POR ALTERNANCIA COLEGIO ESTADUAL AGRICOLA REI ALBERTO I,"96,34%","365,06","90,24%","512,43","88,29%","579,59","86,49%","464,84","87,39%","625,15","78,38%","563,22","96,34%","25,71%","86,49%","23,01%"
25167,SERRANA II,CIEP 140 MÁRIO CESAR GOMES DA SILVA,"90,91%","330,00","86,36%","424,44","72,73%","505,00","68,18%","464,00","50,00%","541,82","50,00%","356,36","90,91%","26,50%","68,18%","24,80%"
25192,SERRANA II,CIEP 145 DOUTOR OSWALDO CRUZ,"94,44%","267,84","95,37%","369,39","97,22%","365,38","99,07%","307,92","97,22%","313,52","97,22%","335,00","94,44%","22,10%","99,07%","16,87%"
25228,SERRANA II,CIEP 274 MARIA AMELIA DAFLON FERRO,"97,06%","350,30","100,00%","429,41","100,00%","0,00","88,24%","264,83","88,24%","532,00","82,35%","421,43","97,06%","20,94%","88,24%","19,17%"
25174,SERRANA II,CIEP 277 JOÃO NICOLÁO FILHO - JANJÃO,"68,42%","186,67","66,67%","415,91","60,00%","449,92","90,00%","385,45","68,00%","437,65","53,33%","449,43","68,42%","19,03%","90,00%","19,98%"
25236,SERRANA II,CIEP 279 PROFESSORA GUIOMAR GONCALVES NEVES,"100,00%","338,13","85,94%","413,08","99,22%","445,81","89,84%","347,07","90,63%","514,74","78,13%","492,08","100,00%","21,36%","89,84%","21,05%"
25180,SERRANA II,CIEP 280 PROFESSOR VASCO FERNANDES DA SILVA PORTO,"92,31%","500,87","95,19%","470,32","97,12%","566,80","82,69%","553,95","82,69%","599,53","99,04%","593,73","92,31%","28,40%","82,69%","23,62%"
25232,SERRANA II,CIEP 283 MARIA AMELIA PACHECO,"97,87%","409,13","81,91%","505,79","95,74%","524,55","92,55%","447,36","93,62%","531,03","81,91%","514,29","97,87%","29,08%","92,55%","21,87%"
25160,SERRANA II,CIEP 322 MOZART CUNHA GUIMARAES,"91,89%","414,12","83,78%","492,90","74,32%","568,00","77,03%","493,33","71,62%","523,85","74,32%","569,45","91,89%","27,86%","77,03%","23,10%"
25168,SERRANA II,CIEP 353 BROCHADO DA ROCHA,"40,54%","322,67","67,57%","451,20","81,08%","474,67","70,27%","312,31","51,35%","414,74","48,65%","362,22","40,54%","24,16%","70,27%","22,30%"
25169,SERRANA II,CIEP 479 DOUTOR MARIO SIMAO ASSAF,"100,00%","441,82","100,00%","565,71","100,00%","563,64","100,00%","465,45","100,00%","583,64","90,91%","598,00","100,00%","29,89%","100,00%","23,96%"
25222,SERRANA II,CIEP 480 PROFESSOR LUIZ CARLOS VERONESE,"88,89%","327,06","88,89%","365,00","74,07%","434,00","81,48%","263,64","70,37%","414,74","74,07%","392,00","88,89%","25,15%","81,48%","22,98%"
25197,SERRANA II,CIEP 511 ALAIDE ARAUJO STORCK MELLOR MARQUES,"91,18%","306,90","94,12%","451,43","61,76%","466,67","73,53%","404,80","79,41%","477,78","73,53%","488,00","91,18%","24,92%","73,53%","20,62%"
25224,SERRANA II,IE DE NOVA FRIBURGO,"86,75%","392,50","72,89%","508,67","84,94%","504,68","85,54%","506,45","74,70%","570,32","69,88%","532,87","86,75%","29,17%","85,54%","24,89%"
25193,SERRANA II,IE INOCÊNCIO DE ANDRADE,"98,65%","355,07","100,00%","416,99","100,00%","411,35","97,30%","428,89","95,95%","471,55","95,95%","482,25","98,65%","26,19%","97,30%","21,06%"
26210,SUL FLUMINENSE,CE ACACIA AMARELA,"88,46%","403,48","92,31%","460,00","96,15%","538,33","100,00%","501,54","96,15%","582,40","92,31%","536,67","88,46%","27,38%","100,00%","21,69%"
26190,SUL FLUMINENSE,CE AFFONSINA MAZZILLO TEIXEIRA CAMPOS,"77,51%","245,47","60,24%","445,95","58,63%","475,21","69,88%","254,50","62,25%","496,10","59,84%","493,89","77,51%","21,80%","69,88%","25,67%"
26207,SUL FLUMINENSE,CE ALFREDO PUJOL,"80,65%","333,06","70,97%","374,55","40,32%","445,00","58,06%","389,71","59,68%","451,89","61,29%","458,38","80,65%","28,26%","58,06%","21,66%"
26184,SUL FLUMINENSE,CE ALMIRANTE ALVARO ALBERTO,"98,90%","326,81","90,48%","400,65","76,56%","456,43","76,56%","433,89","72,16%","483,27","69,96%","481,49","98,90%","23,86%","76,56%","23,47%"
26194,SUL FLUMINENSE,CE AMERICO PIMENTA,"75,54%",----,"72,96%","387,70","74,38%","447,70","87,01%","344,68","68,60%","425,68","60,33%","413,26","75,54%","26,02%","87,01%","20,83%"
26195,SUL FLUMINENSE,CE ANÍBAL BENÉVOLO,"94,87%","444,86","87,18%","486,67","84,62%","484,85","92,31%","518,31","79,49%","534,19","84,62%","515,15","94,87%","29,64%","92,31%","24,53%"
26196,SUL FLUMINENSE,CE ANTONINA RAMOS FREIRE,"88,13%","318,70","71,25%","469,20","65,32%","509,73","71,88%","452,82","69,36%","479,10","60,69%","492,81","88,13%","26,45%","71,88%","23,05%"
26148,SUL FLUMINENSE,CE ANTONIO DIAS LIMA,"62,74%","271,64","88,85%","218,08","86,94%","284,02","58,75%","426,04","57,50%","463,53","56,67%","534,31","62,74%","23,76%","58,75%","18,49%"
26197,SUL FLUMINENSE,CE ANTÔNIO QUIRINO,"80,61%","326,08","66,33%","473,85","75,51%","464,86","65,31%","456,36","68,37%","473,43","67,35%","509,09","80,61%","31,52%","65,31%","23,47%"
26162,SUL FLUMINENSE,CE BALDOMERO BARBARA,"57,31%","381,20","53,65%","471,97","67,12%","495,53","50,00%","425,07","70,09%","484,04","64,38%","492,71","57,31%","26,13%","50,00%","21,42%"
26163,SUL FLUMINENSE,CE BARAO DE AIURUOCA,"81,14%","278,40","57,78%","456,38","64,22%","458,82","51,05%","337,52","65,72%","472,56","66,02%","423,63","81,14%","25,30%","51,05%","21,13%"
26211,SUL FLUMINENSE,CE BARÃO DE MAUÁ,"84,44%","249,67","61,78%","491,01","57,33%","474,73","52,00%","380,35","68,00%","459,87","61,78%","462,45","84,44%","24,15%","52,00%","20,49%"
26164,SUL FLUMINENSE,CE BOA VISTA,"83,33%","214,06","92,42%","284,26","65,69%",----,"81,30%","371,13","62,77%",----,"67,15%","443,10","83,33%","21,08%","81,30%","24,94%"
26212,SUL FLUMINENSE,CE BRASÍLIA,"60,22%","263,11","55,91%","338,82","67,74%","400,00","68,82%","346,67","67,74%","400,63","69,89%","450,32","60,22%","22,58%","68,82%","19,94%"
26149,SUL FLUMINENSE,CE BRIGADEIRO NOBREGA,"63,93%","240,00","70,49%","369,30","77,05%","430,64","65,57%","270,53","67,21%","386,00","68,85%","343,81","63,93%","23,96%","65,57%","20,89%"
26180,SUL FLUMINENSE,CE CAETANO DE OLIVEIRA,"73,86%","215,39","64,77%","385,27","45,45%","412,01","53,76%","315,73","57,58%","383,80","51,52%","424,88","73,86%","24,55%","53,76%","22,01%"
26188,SUL FLUMINENSE,CE CELIO BARBOSA ANCHITE,"87,93%","271,37","84,48%","440,00","75,00%","480,00","77,59%","420,00","68,97%","435,95","60,34%","462,03","87,93%","24,33%","77,59%","21,42%"
26165,SUL FLUMINENSE,CE COMENDADOR PEREIRA IGNACIO,"80,56%","271,54","57,78%","427,18","70,56%","457,32","68,33%","379,63","66,11%","433,95","57,22%","461,96","80,56%","25,54%","68,33%","20,69%"
26150,SUL FLUMINENSE,CE CONDE PEREIRA CARNEIRO,"72,17%","34,29","55,66%","434,12","67,31%","423,30","52,43%","261,00","67,31%","434,56","61,17%","411,06","72,17%","25,62%","52,43%","20,70%"
26191,SUL FLUMINENSE,CE CORONEL CAMISAO,"84,18%","311,68","70,06%","425,67","59,89%","452,31","70,62%","368,36","76,27%","480,30","71,75%","498,39","84,18%","26,38%","70,62%","20,01%"
26151,SUL FLUMINENSE,CE DOUTOR ARTUR VARGAS,"15,58%","164,34","53,58%","389,46","47,06%","433,06","35,77%","411,56","37,04%","452,41","34,50%","457,76","15,58%","19,99%","35,77%","19,86%"
26198,SUL FLUMINENSE,CE DOUTOR JOÃO MAIA,"65,61%","186,16","66,52%","361,41","62,45%","396,08","60,27%","209,68","47,16%",----,"57,21%","429,41","65,61%","25,25%","60,27%","19,67%"
26185,SUL FLUMINENSE,CE ENGENHEIRO MARIO MOURA BRASIL DO AMARAL,"83,97%","164,37","40,71%","400,66","45,04%",----,"39,70%","322,50","41,65%","426,04","18,89%",----,"83,97%","16,62%","39,70%","21,40%"
26199,SUL FLUMINENSE,CE ENGENHEIRO PASSOS,"81,08%","288,67","60,81%","448,89","86,49%","536,88","82,43%","463,45","83,78%","499,35","71,62%","500,00","81,08%","28,04%","82,43%","22,17%"
26208,SUL FLUMINENSE,CE FAGUNDES VARELA,"99,52%","339,33","82,86%","416,74","87,83%","491,68","88,26%","450,35","88,26%","482,36","83,91%","508,81","99,52%","23,70%","88,26%","22,01%"
26213,SUL FLUMINENSE,CE GECY VIEIRA GONCALVES,"44,44%","198,33","59,26%","368,75","33,87%","350,48","50,94%","215,52","46,77%","308,97","48,39%","257,33","44,44%","22,56%","50,94%","19,14%"
26214,SUL FLUMINENSE,CE GUANABARA,"83,55%","305,20","68,42%","410,77","55,92%","439,53","51,97%","404,62","70,39%","427,29","53,95%","449,27","83,55%","25,47%","51,97%","21,89%"
26181,SUL FLUMINENSE,CE HERMINIA DE OLIVEIRA MATTOS,"90,80%","162,56","89,66%","198,22","39,45%","390,28","51,58%","247,12","53,21%","379,19","43,12%","384,98","90,80%","14,11%","51,58%","19,72%"
26152,SUL FLUMINENSE,CE HONORIO LIMA,"81,51%","232,88","53,36%","354,47","65,13%","454,03","34,03%","371,05","67,65%","445,22","66,81%","442,53","81,51%","22,65%","34,03%","20,05%"
26166,SUL FLUMINENSE,CE IRACEMA LEITE NADER,"69,70%","360,00","68,94%","380,22","68,42%","449,78","61,65%","390,59","56,39%","484,38","62,41%","447,71","69,70%","25,38%","61,65%","21,85%"
26167,SUL FLUMINENSE,CE JAYME SILVESTRE CAMARGO,"84,03%","322,22","59,72%","459,52","54,86%","469,23","56,25%","393,85","52,08%","480,00","52,78%","456,84","84,03%","24,92%","56,25%","20,29%"
26182,SUL FLUMINENSE,CE JOAO PAULO II,"97,03%","225,69","71,92%","458,50","53,50%","511,08","51,48%","414,37","49,47%","542,83","52,65%","531,67","97,03%","22,45%","51,48%","20,94%"
26153,SUL FLUMINENSE,CE LEOPOLDO AMERICO M DE MELLO,"84,27%","371,81","82,58%","439,73","69,10%","451,00","67,98%","431,26","78,09%","462,48","75,84%","453,64","84,27%","25,67%","67,98%","22,85%"
26168,SUL FLUMINENSE,CE MARECHAL FLORIANO PEIXOTO,"67,27%","296,57","66,36%","329,28","69,09%","426,30","64,55%","317,61","62,73%","274,71","67,27%","401,10","67,27%","22,86%","64,55%","20,38%"
26200,SUL FLUMINENSE,CE MARECHAL SOUZA DANTAS,"63,75%","303,95","58,96%","427,60","50,16%","470,41","60,35%","371,42","53,63%","477,64","46,37%","483,54","63,75%","23,16%","60,35%","20,34%"
26183,SUL FLUMINENSE,CE MONTEBELLO BONDIM,"68,91%","282,56","45,38%","398,15","60,07%","429,77","40,98%","306,71","57,09%","479,47","19,40%",----,"68,91%","25,34%","40,98%","19,49%"
26154,SUL FLUMINENSE,CE NAZIRA SALOMAO,"94,97%","155,24","67,51%","388,08","51,03%","464,46","63,09%","326,00","59,29%","374,74","53,47%","433,60","94,97%","16,19%","63,09%","20,72%"
26215,SUL FLUMINENSE,CE NITERÓI,"78,72%","343,33","60,99%","445,12","75,89%","501,31","79,43%","401,52","78,01%","493,94","70,21%","494,95","78,72%","25,38%","79,43%","21,31%"
26169,SUL FLUMINENSE,CE NOSSA SENHORA DO AMPARO,"96,97%","222,50","81,82%","370,37","87,88%","433,10","72,73%","326,96","81,82%","428,15","72,73%","460,00","96,97%","23,26%","72,73%","21,60%"
26192,SUL FLUMINENSE,CE OCTÁVIO TEIXEIRA CAMPOS,"96,36%","199,18","57,27%","399,97","57,38%","464,40","59,26%","350,00","58,20%","464,23","43,44%","480,00","96,36%","17,49%","59,26%","22,10%"
26201,SUL FLUMINENSE,CE OLAVO BILAC,"96,07%","288,11","75,05%","450,61","61,73%","484,22","64,92%","449,48","77,30%","435,28","74,48%","436,52","96,07%","22,35%","64,92%","20,67%"
26202,SUL FLUMINENSE,CE OLIVEIRA BOTELHO,"73,33%","306,01","61,48%","412,25","76,13%",----,"71,00%","341,64","77,10%","444,39","62,90%","410,62","73,33%","24,97%","71,00%","20,30%"
26203,SUL FLUMINENSE,CE PEDRO BRAILE NETO,"92,76%","309,54","71,23%","436,48","69,22%","456,89","55,13%","414,62","65,59%","423,59","70,82%","436,81","92,76%","21,21%","55,13%","21,79%"
26216,SUL FLUMINENSE,CE PEDRO RAYMUNDO DE MAGALHÃES,"75,51%","141,73","55,10%","399,26","55,56%","406,67","69,57%","332,50","70,37%","456,84","68,52%","410,81","75,51%","25,14%","69,57%","20,47%"
26155,SUL FLUMINENSE,CE PEDRO SOARES,"78,05%","238,62","68,29%","517,04","19,51%","131,43","60,98%","83,20","41,46%","327,06","73,17%","322,76","78,05%","21,02%","60,98%","20,38%"
26217,SUL FLUMINENSE,CE PIAUÍ - BRASIL-FRANÇA,"96,61%","484,91","93,22%","499,64","96,61%","564,21","93,22%","512,59","100,00%","566,78","100,00%","546,44","96,61%","32,88%","93,22%","24,59%"
26218,SUL FLUMINENSE,CE PREFEITO FRANCISCO FONTES TORRES,"63,93%","254,36","50,82%","361,33","63,01%","470,43","67,12%","396,36","58,90%","447,80","58,90%","453,33","63,93%","24,32%","67,12%","20,22%"
26219,SUL FLUMINENSE,CE PRESIDENTE ROOSEVELT,"78,57%","205,34","61,43%","412,03","54,50%","425,96","59,22%","304,61","56,76%","388,89","43,69%","392,58","78,57%","24,04%","59,22%","20,47%"
26204,SUL FLUMINENSE,CE PROFESSOR JOSÉ MEDEIROS DE CAMARGO,"72,09%","312,01","63,95%","434,19","58,76%","482,10","69,51%","390,37","72,16%","460,57","71,13%","460,29","72,09%","23,85%","69,51%","20,12%"
26170,SUL FLUMINENSE,CE PROFESSOR LUIZ GONZAGA DE MATTOS,"68,93%","366,38","65,05%","413,33","81,55%","525,71","50,49%","391,63","68,93%","485,07","75,73%","541,82","68,93%","26,09%","50,49%","21,76%"
26193,SUL FLUMINENSE,CE REPÚBLICA ITALIANA,"60,89%","229,55","67,34%","376,16","54,37%","447,55","58,70%","406,22","58,17%","490,98","58,17%",----,"60,89%","23,62%","58,70%","20,83%"
26220,SUL FLUMINENSE,CE RIO DE JANEIRO,"92,11%","314,45","87,50%","440,00","80,92%","476,67","84,87%","466,77","82,89%","520,00","76,97%","578,12","92,11%","23,60%","84,87%","20,68%"
26221,SUL FLUMINENSE,CE RIO GRANDE DO NORTE,"83,24%","325,14","75,14%","437,17","77,46%","506,87","68,79%","461,79","66,18%","481,23","58,09%","507,66","83,24%","21,72%","68,79%","21,43%"
26222,SUL FLUMINENSE,CE RIO GRANDE DO SUL,"68,61%","290,09","65,02%","434,18","58,02%","452,67","46,40%","374,59","60,08%","451,75","61,32%","451,10","68,61%","25,21%","46,40%","20,37%"
26156,SUL FLUMINENSE,CE ROBERTO MONTENEGRO,"81,78%","308,89","72,49%","473,03","68,03%","474,73","63,94%","445,83","62,08%","466,18","44,98%","460,00","81,78%","29,61%","63,94%","24,33%"
26223,SUL FLUMINENSE,CE RONDONIA,"57,41%","281,33","46,30%","406,40","44,44%","415,00","40,74%","332,73","48,15%","385,60","35,19%","446,32","57,41%","25,45%","40,74%","20,47%"
26171,SUL FLUMINENSE,CE ROSELANDIA,"81,12%","264,48","55,94%",----,"54,72%","386,61","53,69%","329,23","61,64%","427,08","44,65%","442,20","81,12%","23,93%","53,69%","17,24%"
26224,SUL FLUMINENSE,CE ROTARY,"80,95%","363,20","69,84%","437,27","74,60%","511,49","69,84%","436,28","77,78%","470,83","79,37%","483,20","80,95%","27,49%","69,84%","20,60%"
26225,SUL FLUMINENSE,CE SANTOS DUMONT,"73,61%","278,31","57,78%","434,90","65,28%","475,34","54,44%","377,94","61,67%","508,02","49,44%","440,45","73,61%","26,01%","54,44%","20,09%"
26226,SUL FLUMINENSE,CE SÃO PAULO,"70,27%","278,26","78,38%","393,10","75,68%","477,14","59,46%","376,36","75,68%","424,29","78,38%","459,31","70,27%","23,17%","59,46%","19,66%"
26172,SUL FLUMINENSE,CE SAO PEDRO,"65,74%","296,79","70,52%","408,14","71,71%","471,24","64,14%","408,13","70,92%","458,86","70,92%","450,91","65,74%","24,59%","64,14%","20,41%"
26173,SUL FLUMINENSE,CE VILA MARIA,"51,76%",----,"45,88%","423,59","20,30%","613,33","22,83%","473,61","25,56%","630,59","21,05%",----,"51,76%","22,58%","22,83%","25,51%"
26158,SUL FLUMINENSE,CIE GUARANI KARAI KUERY RENDA,"94,12%","120,00","52,94%","0,00","0,00%",----,"0,00%",----,"0,00%",----,"0,00%",----,"94,12%","20,19%","0,00%",----
26228,SUL FLUMINENSE,CIEP 053 DOUTOR NELSON DOS SANTOS GONÇALVES,"73,68%","345,32","56,14%","506,88","65,79%","493,33","57,02%","459,68","63,16%","507,22","66,67%","489,47","73,68%","23,86%","57,02%","21,49%"
26159,SUL FLUMINENSE,CIEP 055 JOAO GREGORIO GALINDO,"63,69%","262,70","36,87%",----,"39,34%","451,57","65,19%","426,57","43,13%","445,84","58,29%","466,67","63,69%","23,72%","65,19%","22,89%"
26189,SUL FLUMINENSE,CIEP 291 DOM MARTINHO SCHLUDE,"82,08%","309,83","73,94%","415,32","60,63%","476,43","66,87%","415,30","69,83%","466,60","64,08%","462,42","82,08%","26,03%","66,87%","21,38%"
26175,SUL FLUMINENSE,CIEP 292 PROFESSORA JANDIRA REIS DE OLIVEIRA,"45,57%","357,71","65,82%","402,31","63,29%","524,80","67,09%","507,76","64,56%","541,18","67,09%","484,53","45,57%","24,15%","67,09%","37,34%"
26229,SUL FLUMINENSE,CIEP 293 WALMIR DE FREITAS MONTEIRO,"74,22%","311,90","56,25%","373,33","50,78%","476,88","59,38%","300,27","62,50%","441,00","53,13%","475,88","74,22%","26,15%","59,38%","19,60%"
26230,SUL FLUMINENSE,CIEP 295 PROFESSORA GLORIA ROUSSIM GUEDES PINTO,"77,69%","353,70","73,11%","429,97","66,61%","472,93","70,49%","394,49","76,78%","463,40","66,78%","451,11","77,69%","26,97%","70,49%","21,93%"
26209,SUL FLUMINENSE,CIEP 296 PRESIDENTE BENES,"99,41%","305,71","98,82%","374,63","71,01%","500,34","69,23%","432,35","72,19%","466,89","69,23%","460,00","99,41%","23,17%","69,23%","21,99%"
26231,SUL FLUMINENSE,CIEP 299 JIULIO CARUSO,"81,82%","169,01","72,73%","349,85","54,24%","408,75","73,81%","309,82","54,24%","436,25","59,32%","414,86","81,82%","22,48%","73,81%","18,76%"
26160,SUL FLUMINENSE,CIEP 302 CHARLES DICKENS,"84,62%","200,09","64,55%","385,93","47,06%",----,"20,95%","304,84","58,20%","325,53","57,59%","374,40","84,62%","17,53%","20,95%","20,71%"
26206,SUL FLUMINENSE,CIEP 347 DOUTOR JORGE MIGUEL JAYME,"65,79%","199,54","57,89%","407,49","40,24%","428,94","53,38%","394,31","42,68%",----,"41,46%","489,00","65,79%","24,69%","53,38%","20,32%"
26232,SUL FLUMINENSE,CIEP 403 MARIA DE LOURDES GIOVANETTI CÍVICO MILITAR,"95,12%","635,90","90,24%","596,76","85,37%","672,00","95,12%","680,00","95,12%","693,33","80,49%","699,39","95,12%","40,69%","95,12%","34,27%"
26233,SUL FLUMINENSE,CIEP 484 GINÁSIO PÚBLICO TONINHO MARQUES,"97,78%","272,82","62,22%","395,71","82,22%","456,67","71,11%","366,25","84,44%","418,95","77,78%","480,00","97,78%","21,93%","71,11%","22,14%"
26176,SUL FLUMINENSE,CIEP 485 PROFESSOR JOAO BATISTA DE BARROS,"93,33%","262,86","82,22%","444,33","55,00%","506,66","73,33%","415,76","50,00%","468,00","60,00%","456,67","93,33%","18,69%","73,33%","21,53%"
26177,SUL FLUMINENSE,CIEP 486 PROFESSOR LUIZ VALLEJO,"77,97%","373,36","64,41%","515,79","52,78%","516,85","82,46%","459,71","58,33%","504,77","65,28%","530,21","77,97%","29,69%","82,46%","23,00%"
26179,SUL FLUMINENSE,CIEP 488 EZEQUIEL FREIRE,"73,33%","234,81","69,44%","396,21","65,08%","426,06","68,46%","385,25","64,32%","418,10","58,79%","429,99","73,33%","25,76%","68,46%","20,51%"
